CONTRACT_INFO_DATE,CONTRACT_INFO_AMOUNT/RENT,ID,PROPERTY_CATEGORY,PREFECTURE,CITY,NEAREST_TRAIN_LINE,NEAREST_STATION,DISTANCE_TO_NEAREST_STATION_ON_FOOT,AMOUNT/RENT,DATE_OF_CONSTRUCTION,OCCUPATION_AREA,TOTAL_NUMBER_OF_UNITS,CONSTRUCTION,NUMBER_OF_ROOMS,SIZE_OF_LOT,SIZE_OF_LOT_MEASUREMENT_METHOD,LAND_CATEGORY,CITY_PLANNING_AREA,USE_DISTRICT,LAND_OWNERSHIP,PRIVATE_ROAD,SETBACK,NUMBER_OF_CONNECTED_ROADS,STRONG_POINTS,WATER_SUPPLY,GUS_SUPPLY,DRAINAGE,PLACE_OF_WASHER,BATH,BATH_NOTE,TOILET,TOILET_NOTE,STOVE_HEATING_SYSTEM,GARDEN,PARKING,BICYCLE_PARKING,DISTANCE_TO_ELEMENTARY_SCHOOL,DISTANCE_TO_JUNIOR_HIGH_SCHOOL,DISTANCE_TO_COMBINIENCE_STORE,DISTANCE_TO_SUPERMARKET,DISTANCE_TO_DRUG_STORE,DISTANCE_TO_HOSPITAL,DISTANCE_TO_PLAYGROUND,DISTANCE_TO_BANK,FLOOR_AREA_RATIO,BUILDING_COVERAGE_RATIO,FARMLAND,RETAIL_PREMISES,LOCAL_GOVERNMENT_PREFECTURE,LOCAL_GOVERNMENT_CITY
,,9000681,賃貸居住用,京都府,南丹市,JR山陰本線,日吉,2分,65000,,,,木造,5,,,,,,,無,無,,,公営,プロパン,下水,,,,,,,,空き有,,,,,,,,,,,,無,無,京都府,南丹市
,,9000711,売買居住用,富山県,氷見市,,,,15000000,,,,指定なし,,,,,,,,無,無,,,,,,,,,,,,,,,,,,,,,,,,,無,無,富山県,氷見市
,,9000718,売買居住用,秋田県,大館市,JR奥羽本線,大館,11分,9500000,2006/1/1,103.78,1,木造,4,210.03,,宅地,非線引区域,,,無,無,,"敷地内に3台駐車可
オール電化住宅",公営,,浄化槽,,,,,,IH,,,,4300,5500,700,1100,,2600,,,,,無,無,秋田県,大館市
,,9000722,売買居住用,秋田県,秋田市,JR奥羽本線,四ツ小屋,7600m,6800000,1979/1/1,257.98,,木造,7,1144.51,公簿,宅地,市街化調整区域,,所有権,無,無,,７ＬＤＫ、２階建て住宅です。田園の静寂の中で広い空間と自然と共に過ごせます。,公営,プロパン,下水,,,,,,,,空き有,,2000,2000,,7500,,12000,,,200,70,無,無,秋田県,秋田市
,,9000724,売買土地,三重県,四日市市,近鉄湯の山線,伊勢松本,240m,8200000,,,,指定なし,,,公簿,,市街化区域,第一種住居地域,所有権,無,無,1,,,,,,,,,,,,,,,,,,,,,,160,60,無,無,三重県,四日市市
,,9000725,売買土地,三重県,四日市市,,,1分,9000000,,,,指定なし,,462.8,公簿,,市街化調整区域,,所有権,無,無,2,,,,,,,,,,,,,,,,,,,,,,100,60,無,無,三重県,四日市市
12/24/25,24000000,9000735,売買居住用,秋田県,秋田市,JR奥羽本線,秋田,400m,24690000,1971/1/1,167.76,1,木造,7,326.48,公簿,宅地,市街化区域,第二種中高層住居専用地域,所有権,無,無,,"保戸野小学校、秋大附属小中に近い文教地区。
新国道モール等の商業地区にも近く生活便利な好立地の住宅地です。",公営,都市ガス,下水,,専用,,専用,,IH,有り,空き有,,1100,1300,350,700,550,2500,110,190,200,60,無,無,秋田県,秋田市
,,9000736,売買居住用,秋田県,秋田市,JR奥羽本線,土崎,200m,5330000,1976/5/1,110.72,1,軽量鉄骨造,5,211.67,公簿,宅地,市街化区域,第一種住居地域,所有権,無,無,,イオン土崎店に近く、利便性のある住宅地です。,公営,都市ガス,下水,,専用,,専用,,ガス,有り,空き有,,1400,1000,600,400,2600,3900,500,1200,200,60,無,無,秋田県,秋田市
,,9000737,売買居住用,秋田県,大館市,JR奥羽本線,大館,27分,6000000,1992/6/1,242.09,1,木造,7,499.74,,宅地,非線引区域,,所有権,無,無,3,,公営,プロパン,下水,,,,,,,,,,750,1700,,1300,800,1300,,,200,70,無,無,秋田県,大館市
,,9000743,売買居住用,三重県,伊勢市,,,,2000000,1926/1/1,112,,木造,,123.5,,,,,,無,無,,,,,,,,,,,,,,,,,,,,,,,,,無,無,三重県,伊勢市
,,9000775,売買居住用,岡山県,笠岡市,JR山陽本線,笠岡,,11000000,,153.06,,木造,6,200.1,,,,,,無,無,,解体費用は売り主負担です。解体不要の場合の価格はお問い合わせください。部屋数が多いです。庭付きです。利便性の良い場所にあります。,公営,プロパン,下水,,専用,ガスボイラー,専用,洋式・水洗,IH,,空き有,,10,1300,,500,,2700,,,,,無,無,岡山県,笠岡市
,,9000782,売買居住用,富山県,高岡市,あいの風とやま鉄道,高岡,600m,4200000,1952/1/1,125.59,,木造,8,202.61,公簿,宅地,,,所有権,無,無,2,,,都市ガス,下水,,,,,,,,無,,550,850,,,,2200,,,,,無,無,富山県,高岡市
,,9000792,売買土地,富山県,高岡市,あいの風とやま鉄道,高岡,1900m,9800000,,,,指定なし,,414.07,公簿,宅地,市街化区域,第一種中高層住居専用地域,所有権,無,無,,,,,,,,,,,,,,,,,,,,,,,160,60,無,無,富山県,高岡市
,,9000793,売買居住用,富山県,高岡市,,,7m,3800000,1973/11/1,245.8,,木造,8,414.07,公簿,宅地,市街化区域,,所有権,無,無,2,"450万円→380万円
値下げしました",公営,都市ガス,下水,,,,,,,,空き有,,1000,1000,,,,1700,,,200,60,無,無,富山県,高岡市
,,9000819,売買土地,富山県,高岡市,あいの風とやま鉄道,高岡,800m,300000,,,,指定なし,,93.96,公簿,宅地,市街化区域,第一種中高層住居専用地域,所有権,無,無,1,,,,,,,,,,,,,,350,1200,,,,,,,160,60,無,無,富山県,高岡市
,,9000829,賃貸居住用,三重県,四日市市,近鉄名古屋線,北楠,700m,42000,1966/4/1,45.9,1,木造,3,,,,,,,無,無,,,公営,プロパン,下水,,専用,,専用,,,,空き有,,800,600,,1100,,,,,,,無,無,三重県,四日市市
,,9000830,売買居住用,秋田県,秋田市,JR奥羽本線,秋田,600m,6300000,1978/9/1,160.19,,木造,5,1021.48,公簿,宅地,市街化調整区域,,所有権,無,無,,田園風景の広がる自然豊かな太平目長崎にある２階建、５ＳＳＤＫ住宅です。,公営,プロパン,下水,,,,,,ガス,,空き有,,1300,6200,,,,4500,,,200,70,無,無,秋田県,秋田市
,,9000832,売買土地,富山県,高岡市,JR氷見線,越中中川,800m,10530000,,,,指定なし,,429.75,公簿,宅地,市街化区域,第一種中高層住居専用地域,所有権,無,無,,"1,400万円→1,053万円
値下げしました",,,,,,,,,,,,,750,1200,,2100,,2100,,,200,60,無,無,富山県,高岡市
,,9000833,売買居住用,富山県,高岡市,,,2分,1500000,1971/8/1,125.14,,木造,5,237.19,公簿,宅地,市街化区域,第一種中高層住居専用地域,所有権,無,無,1,,,,,,,,,,,,空き有,,,950,,,,1200,,,200,60,無,無,富山県,高岡市
,,9000848,賃貸居住用,大分県,大分市,,,5分,60000,1984/3/1,49.24,,木造,2,,,,,,,無,無,,,公営,プロパン,下水,,,,,,,,,,,,,,,,,,,,無,無,大分県,大分市
09/23/25,,9000852,売買土地,茨城県,北相馬郡利根町,JR成田線,布佐,,2170000,,,,指定なし,,205.3,,宅地,市街化区域,第一種低層住居専用地域,,無,無,,,,,,,,,,,,,,,1800,3000,,1200,,,,,,,無,無,茨城県,北相馬郡利根町
,,9000854,賃貸居住用,富山県,高岡市,あいの風とやま鉄道,高岡,300m,50000,1982/1/1,160.22,,その他,8,,,,,,,無,無,,,,,,,,,,,,,,,1100,1100,,,,3600,,,,,無,無,富山県,高岡市
,,9000855,売買居住用,富山県,高岡市,あいの風とやま鉄道,高岡,300m,4000000,1982/1/1,160.22,,その他,8,160,,,,,,無,無,,,,,,,,,,,,,無,,,,,,,,,,,,無,無,富山県,高岡市
,,9000868,売買居住用,山口県,柳井市,JR山陽本線,大畠,2200m,4500000,1988/1/1,125.03,1,木造,5,262.98,公簿,宅地,都市計画区域外,,,無,無,,トイレは下水道に接続済、郵便局や保育園に近い物件です。,公営,プロパン,下水,,専用,,専用,,ガス,,空き有,,3500,2700,2000,7400,7700,10500,,9600,,,無,無,山口県,柳井市
,,9000888,売買居住用,三重県,伊勢市,,,,1000000,1988/1/1,121.72,,木造,,209.35,,,,,,無,無,,,,,,,,,,,,,,,,,,,,,,,,,無,無,三重県,伊勢市
,,9000896,売買居住用,秋田県,秋田市,JR羽越本線,新屋,400m,20800000,1996/10/1,,,木造,4,399.39,公簿,宅地,市街化区域,第一種住居地域,所有権,無,無,,"新屋の市街地で、新屋駅、スーパー等も近く便利な立地です。
敷地は１２０坪の角地です。",公営,都市ガス,下水,室内,専用,,専用,,ガス,,,,1200,900,,300,,4800,,,200,60,無,無,秋田県,秋田市
,,9000897,売買居住用,大分県,大分市,JR久大本線,南大分,24分,29980000,2023/5/1,101.85,,木造,4,136.86,公簿,宅地,市街化区域,第二種住居地域,所有権,無,無,1,,公営,,下水,,,,,,IH,,,,,,,,,,,,200,60,無,無,大分県,大分市
,,9000898,賃貸居住用,高知県,室戸市,土佐くろしおごめん・なはり線,奈半利,,40000,1967/1/1,74.66,,木造,4,,,,,,,無,無,,中心街に建つ物件！,,,,,,,,,,,,,550,1100,400,700,240,1300,3000,350,,,無,無,高知県,室戸市
,,9000924,売買居住用,富山県,高岡市,あいの風とやま鉄道,高岡,2分,600000,1967/9/1,102.66,,木造,,209.28,公簿,宅地,,,所有権,無,無,1,,,,,,,,,,,,,,1900,3700,,,,,,,,,無,無,富山県,高岡市
,,9000926,売買居住用,秋田県,大館市,JR奥羽本線,早口,9分,7500000,1992/1/1,81.15,,木造,,150.35,,,,,,無,無,,"住宅と別に物置と車庫（2台分）あり
隣地（170.09㎡）も売買の対象",公営,プロパン,下水,,,,,,,,,,1200,1300,2200,1400,1500,9200,,,,,無,無,秋田県,大館市
,,9000963,売買居住用,京都府,南丹市,JR山陰本線,胡麻,1分,6950000,,,,木造,5,,公簿,宅地,都市計画区域外,,所有権,無,無,5,,公営,プロパン,下水,,,,,,,,空き有,,,,,,,,,,,,無,無,京都府,南丹市
,,9000966,売買居住用,岐阜県,飛騨市,,,,500000,1972/1/1,140.1,,木造,7,151.27,,,,,,無,無,,"静かな住宅街です。庭もあり家庭菜園可能です。公共マスあり（未接続）
飛騨市は国内有数の豪雪地帯でもあり、同じ市内でも地区によって地域の付き合い方やルールが異なります。",公営,,浄化槽,,,灯油,,水洗（洋式）,,有り,無,,1800,1900,1700,2400,1900,2400,,1400,200,70,無,無,岐阜県,飛騨市
,,9000969,売買居住用,岡山県,笠岡市,JR山陽本線,笠岡,,2500000,,183.91,,木造,8,466.2,,,,,,無,無,,"静かな場所です。
農地付きです。",公営,,汲み取り式,,専用,電気温水器,専用,洋式・簡易水洗,IH,有り,空き有,,1800,2500,,3700,,2800,,,,,無,無,岡山県,笠岡市
,,9000994,売買居住用,大分県,大分市,,,1分,6900000,1992/3/1,135.36,,指定なし,6,238.74,公簿,宅地,都市計画区域外,,所有権,無,無,1,,,,,,,,,,,,,,,,,,,,,,,,無,無,大分県,大分市
,,9000995,売買居住用,大分県,大分市,JR日豊本線,大在,21分,18700000,2002/9/1,129.17,,木造,5,184.99,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,2,,公営,,下水,,,,,,,,,,,,,,,,,,100,50,無,無,大分県,大分市
,,9000997,賃貸居住用,岡山県,笠岡市,JR山陽本線,笠岡,,20000,,87.61,,木造,5,,,,,,,無,無,,海沿いの団地にある庭付き物件です。バス停が近くにあります。小学校が近いです。,公営,,汲み取り式,,専用,,専用,簡易洋式便座・汲み取り,,有り,空き有,,900,4000,,3400,,2000,,,,,無,無,岡山県,笠岡市
10/24/25,28000,9001016,賃貸居住用,福井県,丹生郡越前町,,,,28000,1970/1/1,224.78,,木造,,,,,,,,無,無,,"1階部分：鉄筋コンクリート造
2・3階部分：木造
エアコン2台あり",公営,プロパン,下水,,専用,,専用,,ガス,,無,,2000,3900,,,,7600,,,,,無,無,福井県,丹生郡越前町
,,9001028,売買土地,兵庫県,神崎郡神河町,JR播但線,新野,900m,3000000,,,,指定なし,,930.55,公簿,,都市計画区域外,,所有権,無,無,,用途:資材置場。農地法の制限があるため、住宅建築は応相談。,,,,,,,,,,,,,2600,2400,1600,2600,2400,2700,,2400,,,有,無,兵庫県,神崎郡神河町
,,9001040,売買居住用,秋田県,大館市,JR奥羽本線,大館,33分,12800000,1969/1/1,232.69,,木造,8,1887.45,,,,,,無,無,,住宅と別に車庫あり（3台分）,その他,プロパン,浄化槽,,,,,,,,,,1900,4000,1100,1400,1500,4900,,,200,70,無,無,秋田県,大館市
,,9001041,売買居住用,秋田県,大館市,JR奥羽本線,大館,49分,1800000,1976/1/1,142.83,,木造,5,293.93,公簿,宅地,非線引区域,第一種住居地域,所有権,無,無,1,敷地内に3台駐車可,公営,プロパン,汲み取り式,,,,,,,,,,1800,1900,850,2200,,2000,,,200,60,無,無,秋田県,大館市
,,9001042,売買居住用,秋田県,大館市,JR奥羽本線,早口,25分,6800000,1985/1/1,196.13,,木造,5,518.6,公簿,宅地,,,所有権,無,無,,附属家に居住可能。1階車庫。,公営,プロパン,下水,,,,,,,,,,1300,1500,1200,2900,1400,8400,,,200,70,無,無,秋田県,大館市
,,9001047,売買居住用,秋田県,大館市,JR奥羽本線,大館,36分,800000,1980/1/1,108.47,1,木造,3,207.66,,宅地,非線引区域,商業地域,所有権,無,無,5,"住宅と別に未登記の物置あり
北東と南（住宅前面）で接道あり
南方の道路は一方通行

参照ページ：https://odate-akiya-bank.jimdofree.com/445%E5%B8%B8%",公営,プロパン,下水,,,,,,,,,,1200,700,200,1900,,850,,,400,80,無,無,秋田県,大館市
,,9001048,売買居住用,秋田県,大館市,JR奥羽本線,大館,39分,5000000,1993/1/1,278.49,1,木造,,1566.1,公簿,宅地,非線引区域,,所有権,無,無,5,"建物と別に車庫（1台分）、物置あり
敷地の一部の畑について、家庭菜園レベルでよいので耕作継続を希望。",公営,プロパン,浄化槽,,,,,,,,,,400,2100,950,1800,,5700,,,200,70,有,無,秋田県,大館市
,,9001156,売買居住用,大分県,大分市,JR久大本線,賀来,35分,16800000,1977/12/1,82.8,,木造,5,222.68,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,1,,公営,,下水,,,,,,,,,,,,,,,,,,100,50,無,無,大分県,大分市
,,9001157,売買居住用,大分県,大分市,JR日豊本線,大在,20分,23800000,1998/10/1,139.74,,木造,4,225.35,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,1,,公営,都市ガス,下水,,,,,,,,,,,,,,,,,,100,50,無,無,大分県,大分市
,,9001167,売買居住用,三重県,伊勢市,,,,4300000,1983/1/1,86.11,,木造,,66.61,,,,,,無,無,,,,,,,,,,,,,,,,,,,,,,,,,無,無,三重県,伊勢市
,,9001171,売買居住用,秋田県,大館市,JR花輪線,東大館,11分,1500000,1976/10/1,91.47,,木造,5,277.69,,宅地,非線引区域,第一種中高層住居専用地域,,無,無,1,,公営,プロパン,下水,,,,,,,,,,1600,1100,800,2300,,1500,,,200,60,無,無,秋田県,大館市
,,9001185,売買居住用,富山県,高岡市,あいの風とやま鉄道,高岡,18分,4980000,1968/12/1,210.64,,木造,9,202.6,公簿,宅地,,,所有権,無,無,1,,,都市ガス,下水,,,,,,,,空き有,,1300,1700,,,,1700,,,,,無,無,富山県,高岡市
,,9001199,売買居住用,秋田県,秋田市,JR奥羽本線,土崎,1500m,13800000,1983/10/1,134.05,,木造,5,541.09,公簿,宅地,市街化区域,第一種住居地域,所有権,有,無,,土崎港東四丁目にある、純和風の５Ｋ平家建て住宅です。,公営,,下水,,,,,,,,空き有,,1100,1200,,1000,,2500,,,200,60,無,無,秋田県,秋田市
,,9001207,売買居住用,三重県,伊勢市,,,,1300000,1976/1/1,89.32,,木造,,134,,,,,,無,無,,,,,,,,,,,,,,,,,,,,,,,,,無,無,三重県,伊勢市
,,9001208,賃貸居住用,京都府,南丹市,JR山陰本線,日吉,1分,51000,1982/12/1,45.8,,木造,2,,,,,,,無,無,,,公営,プロパン,下水,,,,,,,,無,,,,,,,,,,,,無,有,京都府,南丹市
,,9001219,売買居住用,秋田県,大館市,JR花輪線,東大館,7分,2000000,2001/10/1,121.75,1,木造,3,193.32,,宅地,非線引区域,第一種住居地域,所有権,無,無,1,,公営,プロパン,下水,,,,,,,,,,1400,900,600,2100,,1300,,,200,60,無,無,秋田県,大館市
05/24/25,,9001339,売買居住用,三重県,津市,JR名松線,伊勢鎌倉,15分,,,124.54,,木造,5,170,,,,,,無,無,,"・浴室改修済　・1階物入は作業場として使用可能
・家庭菜園可能　・2階和室６畳２室は客室として使用可能",,プロパン,汲み取り式,,,,,,,,無,,10100,3700,,,,,,,,,無,無,三重県,津市
,,9001353,売買居住用,大分県,大分市,JR豊肥本線,朝地,141分,3000000,1977/7/1,88.47,,木造,4,539.62,公簿,宅地,都市計画区域外,,所有権,無,無,,,,,,,,,,,,,,,,,,,,,,,,,無,無,大分県,大分市
,,9001360,売買土地,富山県,高岡市,あいの風とやま鉄道,高岡,500m,4000000,,,,指定なし,,73.22,,宅地,,近隣商業地域,,無,無,1,,,,,,,,,,,,,,350,190,,,,2300,,,300,80,無,無,富山県,高岡市
,,9001365,売買居住用,大分県,大分市,JR豊肥本線,竹中,,10800000,1980/3/1,117.32,,木造,5,481.8,公簿,宅地,市街化調整区域,,所有権,無,無,,,,,,,,,,,,,,,,,,,,,,,200,60,無,無,大分県,大分市
,,9001369,売買居住用,三重県,伊勢市,,,,2500000,1973/1/1,179.28,,木造,,297.51,,,,,,無,無,,,,,,,,,,,,,,,,,,,,,,,,,無,無,三重県,伊勢市
,,9001379,売買土地,三重県,四日市市,近鉄名古屋線,川原町,11分,8000000,,,,指定なし,,142.83,公簿,,市街化区域,近隣商業地域,所有権,無,無,1,,,,,,,,,,,,,,300,,,,,,,,200,80,無,無,三重県,四日市市
,,9001385,賃貸居住用,富山県,高岡市,JR氷見線,越中中川,6分,35000,,,,木造,,,,,,,,無,無,,,,プロパン,下水,,専用,,専用,,,,近隣,,500,1000,,,,1800,,,,,無,無,富山県,高岡市
,,9001410,売買土地,三重県,四日市市,近鉄名古屋線,塩浜,300m,7900000,,,,指定なし,,169.86,公簿,宅地,市街化区域,近隣商業地域,所有権,無,無,,,,,,,,,,,,,,,,,,,,,,,200,80,無,無,三重県,四日市市
,,9001428,売買居住用,岡山県,笠岡市,JR山陽本線,笠岡,,3800000,,88,,鉄骨造,4,194.25,,,,,,無,無,,閑静な住宅街です。日当たりの良い庭付きです。2号線からすぐです。,公営,プロパン,下水,,専用,ガスボイラー,専用,洋式・水洗,ガス,,空き有,,1700,1600,,3100,,2100,,,,,無,無,岡山県,笠岡市
09/24/25,,9001432,売買居住用,岩手県,下閉伊郡山田町,三陸鉄道リアス線,陸中山田,1300m,1950000,1974/11/1,72.03,1,木造,3,477.16,公簿,,,,所有権,無,無,,中心市街まで徒歩圏内。周囲を自然に囲まれた隠れ家のような場所。少し奥まった立地ですが、周辺道路の交通量は比較的多く、近所の方もいるので防犯面も安心です。地区内に保育園・小学校あり。,公営,プロパン,,,専用,灯油ボイラー,専用,2か所、汲み取り,,有り,空き有,有り,650,2000,,,,1800,,,,,無,無,岩手県,下閉伊郡山田町
,,9001438,売買居住用,兵庫県,神崎郡神河町,JR播但線,新野,13200m,5800000,1952/6/1,216.96,1,指定なし,6,437.12,公簿,宅地,都市計画区域外,,所有権,無,無,,自然あふれる越知谷エリアの庭つき物件。近くには川や水汲み場、キャンプ場等あり、神河町の四季を味わえます。,公営,,浄化槽,,専用,,専用,,IH,有り,空き有,,13200,13300,8800,9200,9200,9000,,700,,,有,無,兵庫県,神崎郡神河町
,,9001453,売買居住用,京都府,南丹市,JR山陰本線,日吉,5分,16800000,,129.58,,木造,5,1196.68,公簿,宅地,都市計画区域外,,所有権,無,無,1,,公営,プロパン,汲み取り式,,,,,,,,空き有,,,,,,,,,,,,無,無,京都府,南丹市
,,9001468,売買土地,富山県,高岡市,万葉線,能町口,2分,8000000,,,,指定なし,,290.37,公簿,宅地,市街化区域,工業地域,所有権,無,無,1,,,,,,,,,,,,,,850,3100,,,,3100,,,200,60,無,無,富山県,高岡市
,,9001478,売買居住用,富山県,氷見市,,,,5700000,1957/1/1,188.26,,木造,9,,,,,,,無,無,,,,,,,,,,,,,,,,,,,,,,,,,無,無,富山県,氷見市
,,9001491,売買居住用,秋田県,大館市,JR奥羽本線,早口,13分,2700000,1987/12/1,217.89,,木造,7,247.09,公簿,宅地,非線引区域,,所有権,無,無,,"2台分の車庫付き住宅
住宅と別に物置あり（未登記）
小学校まで徒歩10分以内",公営,プロパン,下水,,,,,,,,,,500,2800,3500,8000,2300,10800,,,,,無,無,秋田県,大館市
,,9001533,売買居住用,富山県,高岡市,JR城端線,新高岡,26分,11800000,1990/12/1,128.25,,木造,5,236.94,公簿,宅地,,,所有権,無,無,1,,,,,,,,,,,,空き有,,1900,2000,,,,1600,,,,,無,無,富山県,高岡市
08/24/25,96000,9001540,賃貸居住用,兵庫県,神崎郡神河町,JR播但線,寺前,600m,96000,2018/9/1,91.99,1,軽量鉄骨造,4,,,,,,,無,無,,JR駅近くのセキスイハイム施工住宅。ALSOKセキュリティシステム付きで安心快適に暮らせます。,公営,プロパン,下水,室内,専用,,専用,,IH,,空き有,,1000,600,3200,500,,4400,,,,,無,無,兵庫県,神崎郡神河町
08/24/25,6500000,9001541,売買居住用,兵庫県,神崎郡神河町,JR播但線,寺前,14000m,6500000,,320.26,1,指定なし,,1041.23,公簿,宅地,都市計画区域外,,所有権,無,無,,集落の中心地にある物件。古き良き家の良さを感じられます。,公営,プロパン,下水,,専用,,専用,,,,,,9800,14200,9600,9900,,9900,,,,,無,無,兵庫県,神崎郡神河町
,,9001542,売買居住用,岡山県,笠岡市,JR山陽本線,笠岡,,4800000,,647,,木造,,647,,,,,,無,無,,駐車場付きです。庭があります。平屋です。,公営,プロパン,,,専用,ガス,専用,洋式・汲み取り,ガス,,空き有,,2000,2100,,4500,,3600,,,,,無,無,岡山県,笠岡市
,,9001551,売買居住用,大分県,大分市,JR日豊本線,鶴崎,48分,19500000,1987/6/1,109.1,,木造,4,225.46,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,,,,,,,,,,,,,,,,,,,,,,,100,50,無,無,大分県,大分市
,,9001552,売買居住用,富山県,高岡市,あいの風とやま鉄道,西高岡,3分,15980000,2003/4/1,93.64,,木造,4,146.63,公簿,宅地,,,所有権,無,無,1,,,,,,,,,,,,空き有,,1200,500,,,,,,,,,無,無,富山県,高岡市
08/24/25,,9001553,売買居住用,佐賀県,唐津市,,,,9000000,,306.84,,木造,11,409.84,,,,,,無,無,,"七山を一望できるロケーションに佇む古民家。
建物は瓦・外壁・内装もしっかりした造りとなっている。建物内は躯体をそのまま生かされ落ち着く雰囲気である。日当たり良好で季節を楽しめる。",,プロパン,下水,,,,,,,,,,,,,,,,,,,,有,無,佐賀県,唐津市
08/24/25,,9001554,売買居住用,富山県,高岡市,JR氷見線,伏木,9分,2800000,1977/6/1,229.09,,木造,10,308.52,公簿,宅地,,,所有権,無,無,1,,,,,,,,,,,,空き有,,450,1100,,,,,,,,,無,無,富山県,高岡市
,,9001584,売買居住用,大分県,大分市,,,4分,10800000,1977/2/1,121.77,,木造,5,402.47,公簿,宅地,市街化区域,第一種住居地域,所有権,無,無,1,,公営,プロパン,浄化槽,,,,,,,,,,,,,,,,,,200,60,無,無,大分県,大分市
,,9001587,売買土地,大分県,大分市,,,9分,2500000,,,,指定なし,,330.57,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,1,,,,,,,,,,,,,,,,,,,,,,80,40,無,無,大分県,大分市
,,9001618,売買居住用,愛媛県,西予市,JR予讃線,卯之町,2900m,14800000,1992/1/1,193.03,,木造,7,247.86,,宅地,市街化区域,第一種低層住居専用地域,,無,無,,"リビングルームをはじめとした洋室と広い和室を兼ね揃えた家族世帯向けの物件です。
閑静な住宅街にあり、アクセス良好です。",公営,プロパン,下水,,専用,,専用,男女別トイレ、上下階２箇所あり,,有り,空き有,,2600,2100,650,600,500,260,170,650,,,無,無,愛媛県,西予市
,,9001633,賃貸居住用,大分県,大分市,,,4分,65000,1979/5/1,99.47,,木造,4,,,,,,,無,無,,,,,,,,,,,,,,,,,,,,,,,,,無,無,大分県,大分市
,,9001634,売買居住用,大分県,大分市,JR久大本線,豊後国分,45分,21000000,1980/11/1,99.5,,木造,4,281.84,,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,1,,,,,,,,,,,,,,,,,,,,,,100,50,無,無,大分県,大分市
,,9001635,売買居住用,大分県,大分市,JR豊肥本線,敷戸,18分,19800000,1991/1/1,111,,木造,4,205.48,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,1,,公営,,下水,,,,,,,,,,,,,,,,,,100,50,無,無,大分県,大分市
,,9001636,売買居住用,大分県,大分市,JR豊肥本線,中判田,52分,33800000,2019/1/1,107.05,,軽量鉄骨造,4,187.45,公簿,宅地,市街化調整区域,,所有権,無,無,1,,公営,,下水,,,,,,IH,,,,,,,,,,,,100,50,無,無,大分県,大分市
08/24/25,6000000,9001651,売買居住用,兵庫県,神崎郡神河町,JR播但線,長谷,500m,6000000,,229.84,1,木造,8,679.94,公簿,宅地,都市計画区域外,,所有権,無,無,,"山あり、川あり、田舎暮らしに最適。
駅や郵便局、マーケットが近くにあります。",公営,,下水,,,,専用,,,有り,空き有,,400,7100,,,,,,,,,無,無,兵庫県,神崎郡神河町
08/24/25,3000000,9001652,売買居住用,兵庫県,神崎郡神河町,JR播但線,長谷,2400m,3000000,2005/6/1,65.3,1,木造,1,360.91,公簿,宅地,,,所有権,無,無,,山あいのコンパクトな平屋住宅。四季の自然と空気を堪能できます。,公営,,下水,,専用,,専用,,,,空き有,,2400,5400,,,,,,,,,有,無,兵庫県,神崎郡神河町
